Segment,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99,Limit,1.01,1.02,1.03,1.04,1.05,1.06,1.07,1.08,1.09,1.1,1.11,1.12,1.13,1.14,1.15,1.16,1.17,1.18,1.19,1.2,1.21,1.22,1.23,1.24,1.25
BARKING.AND.DAGENHAM.FLAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001680672,0.001680672,0.001680672,0.001680672,0.001680672,0.003361345,0.005042017,0.005042017,0.005042017,0.006722689,0.010084034,0.011764706,0.011764706,0.01512605,0.018487395,0.025210084,0.025210084,0.030252101,0.035294118,0.042016807,0.045378151,0.050420168,0.050420168,0.067226891,0.094117647,0.100840336,0.122689076,0.144537815,0.166386555,0.186554622,0.206722689,0.228571429,0.242016807,0.262184874,0.284033613,0.305882353,0.317647059,0.346218487,0.369747899,0.388235294,0.418487395,0.431932773,0.45210084,0.465546218,0.494117647,0.517647059,0.534453782,0.551260504,0.568067227,0.593277311
BARNET.FLAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00035727,0.002143623,0.002858164,0.003215434,0.005001786,0.006430868,0.009289032,0.011432655,0.012861736,0.013219007,0.014290818,0.01607717,0.017506252,0.019292605,0.023222579,0.026795284,0.029653448,0.033583423,0.040014291,0.043944266,0.049303323,0.051804216,0.061450518,0.068595927,0.101107538,0.109324759,0.123972847,0.139692747,0.155412647,0.17327617,0.193283315,0.21257592,0.232940336,0.252947481,0.27545552,0.293676313,0.316541622,0.334762415,0.352625938,0.379063951,0.403358342,0.422293676,0.444087174,0.468738835,0.493033226,0.513754912,0.536262951,0.563772776,0.583779921,0.60628796
BEXLEY.FLAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001915709,0.001915709,0.001915709,0.001915709,0.001915709,0.002873563,0.00862069,0.00862069,0.009578544,0.010536398,0.011494253,0.011494253,0.013409962,0.01532567,0.017241379,0.019157088,0.020114943,0.022030651,0.02394636,0.026819923,0.031609195,0.034482759,0.042145594,0.048850575,0.072796935,0.081417625,0.097701149,0.109195402,0.129310345,0.148467433,0.168582375,0.192528736,0.224137931,0.250957854,0.279693487,0.301724138,0.336206897,0.357279693,0.388888889,0.423371648,0.45210728,0.47605364,0.493295019,0.513409962,0.534482759,0.551724138,0.567049808,0.58908046,0.615900383,0.637931034
BRENT.FLAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000403877,0.001615509,0.002423263,0.003231018,0.003231018,0.004038772,0.004442649,0.004846527,0.005654281,0.006865913,0.008077544,0.008481422,0.009289176,0.012116317,0.013731826,0.015347334,0.017770598,0.018982229,0.021001616,0.023021002,0.027867528,0.0319063,0.035541195,0.038368336,0.067043619,0.076332795,0.087641357,0.095718901,0.105411955,0.113893376,0.125605816,0.134491115,0.150646204,0.165589661,0.18457189,0.199515347,0.218497577,0.237075929,0.25726979,0.277867528,0.298465267,0.317447496,0.334410339,0.348546042,0.375201939,0.394184168,0.418416801,0.440226171,0.457189015,0.480210016
BROMLEY.FLAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000438982,0.000877963,0.000877963,0.002194908,0.002633889,0.002633889,0.003511853,0.004828797,0.006145742,0.006145742,0.007462687,0.009657594,0.011852502,0.014925373,0.017559263,0.02238806,0.025899912,0.028972783,0.033362599,0.036874451,0.042581212,0.050921861,0.058823529,0.088674276,0.093503073,0.108867428,0.131694469,0.149692713,0.168129939,0.189201054,0.209394205,0.229587357,0.25285338,0.276558385,0.295434592,0.320895522,0.344600527,0.369183494,0.384108867,0.403863038,0.424495171,0.444249342,0.467954346,0.490342406,0.503950834,0.528533802,0.541264267,0.563213345,0.588674276
CAMDEN.FLAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000294204,0.000294204,0.001471021,0.001765225,0.001765225,0.002647838,0.00353045,0.004413063,0.005001471,0.006472492,0.007355104,0.008531921,0.010002942,0.011768167,0.013827596,0.015887026,0.017358046,0.021182701,0.025301559,0.029126214,0.032656664,0.036187114,0.041482789,0.072080024,0.07678729,0.084730803,0.095616358,0.106501912,0.114151221,0.124742571,0.137393351,0.152986172,0.167990585,0.183289203,0.195645778,0.215357458,0.2324213,0.250073551,0.266843189,0.285672257,0.308620182,0.328626066,0.349514563,0.37393351,0.39364519,0.413651074,0.433951162,0.456016475,0.480435422
CITY.OF.LONDON.FLAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003144654,0.003144654,0.003144654,0.006289308,0.006289308,0.006289308,0.006289308,0.009433962,0.018867925,0.018867925,0.018867925,0.018867925,0.031446541,0.040880503,0.066037736,0.075471698,0.094339623,0.106918239,0.125786164,0.144654088,0.176100629,0.182389937,0.201257862,0.220125786,0.242138365,0.264150943,0.289308176,0.295597484,0.320754717,0.34591195,0.364779874,0.408805031,0.440251572,0.477987421,0.518867925,0.525157233,0.550314465,0.575471698,0.600628931,0.610062893
CITY.OF.WESTMINSTER.FLAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000306232,0.001378043,0.001531159,0.001531159,0.002909202,0.00336855,0.004287245,0.004440361,0.005512173,0.006430868,0.007808911,0.009186955,0.011177461,0.012861736,0.013933548,0.015617823,0.016995866,0.018833257,0.022201807,0.024957893,0.027407748,0.030776298,0.034757311,0.039350789,0.064921145,0.068902159,0.076098607,0.084519982,0.096003675,0.106874904,0.120042872,0.133057725,0.142857143,0.157403154,0.173939672,0.18710764,0.204869086,0.218496402,0.240391977,0.259378349,0.27882407,0.297963558,0.320471597,0.337467463,0.364568979,0.384014699,0.405757158,0.423671719,0.447557801,0.473740622
CROYDON.FLAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001066856,0.003200569,0.004267425,0.004623044,0.006045519,0.007112376,0.008890469,0.009957326,0.011024182,0.013513514,0.013869132,0.01458037,0.017069701,0.01742532,0.021337127,0.024182077,0.024537696,0.026671408,0.02916074,0.033783784,0.036273115,0.038762447,0.045874822,0.054409673,0.080369844,0.0871266,0.098506401,0.109530583,0.120910384,0.133357041,0.144736842,0.1628734,0.183499289,0.201635846,0.221550498,0.234352774,0.252489331,0.271337127,0.292318634,0.315433855,0.334992888,0.352418208,0.373399716,0.392958748,0.418918919,0.435277383,0.453769559,0.473328592,0.4943101,0.514224751
